Año,Tipo de Institución,Institución,Unidad Académica,Carrera,Título,Gestión,Nivel de la Oferta,Total de Estudiantes,Estudiantes Varones,Estudiantes Mujeres,Total de Nuevos Inscriptos,Nuevos Inscriptos Varones,Nuevas Inscriptas Mujeres,Total de Reinscriptos,Reinscriptos Varones,Reinscriptos Mujeres,Total de Egresados,Egresados Varones,Egresados Mujeres,
2015,Universidad                                       ,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"Computación, Sistemas e Informática",Ingeniería Informática,Estatal                                           ,Grado               ,"1,732","1,471",261,436,372,64,"1,296","1,099",197,3,3,,
2010,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Licenciatura en Informática - Ciclo de Licenciatura - MD,Privada                                           ,Grado               ,480,368,112,202,143,59,278,225,53,41,32,9,
2011,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Licenciatura en Informática - Ciclo de Licenciatura - MD,Privada                                           ,Grado               ,296,217,79,,,,296,217,79,49,38,11,
2012,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Licenciatura en Informática - Ciclo de Licenciatura - MD,Privada                                           ,Grado               ,161,119,42,,,,161,119,42,69,49,20,
2013,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Licenciatura en Informática - Ciclo de Licenciatura - MD,Privada                                           ,Grado               ,97,75,22,,,,97,75,22,60,47,13,
2014,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Licenciatura en Informática - Ciclo de Licenciatura - MD,Privada                                           ,Grado               ,40,27,13,,,,40,27,13,22,16,6,
2015,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Licenciatura en Informática - Ciclo de Licenciatura - MD,Privada                                           ,Grado               ,18,12,6,,,,18,12,6,18,12,6,
2011,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Programador de Aplicaciones,Privada                                           ,Pregrado            ,,,,,,,,,,1,1,,
2012,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Programador de Aplicaciones,Privada                                           ,Pregrado            ,,,,,,,,,,2,1,1,
2010,Universidad                                       ,Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA CALETA OLIVIA,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,32,21,11,32,21,11,,,,,,,
2011,Universidad                                       ,Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA CALETA OLIVIA,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,33,18,15,23,13,10,10,5,5,,,,
2012,Universidad                                       ,Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA CALETA OLIVIA,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,26,20,6,12,10,2,14,10,4,,,,
2013,Universidad                                       ,Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA CALETA OLIVIA,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,25,18,7,8,5,3,17,13,4,,,,
2013,Universidad                                       ,Universidad Nacional del Comahue,Centro Universitario Regional Zona Atlántica,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,48,36,12,45,33,12,3,3,,,,,
2013,Universidad                                       ,Universidad Nacional del Comahue,Escuela Superior de Ciencias Marinas,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,26,16,10,26,16,10,,,,,,,
2013,Universidad                                       ,Universidad Nacional del Comahue,Facultad de Informática,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,145,108,37,104,76,28,41,32,9,,,,
2013,Universidad                                       ,Universidad Nacional del Comahue,Módulo Chos Malal - Facultad de Informática,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,23,16,7,1,1,,22,15,7,,,,
2014,Universidad                                       ,Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA CALETA OLIVIA,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,18,12,6,8,5,3,10,7,3,,,,
2014,Universidad                                       ,Universidad Nacional del Comahue,Centro Universitario Regional Zona Atlántica,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,19,18,1,3,3,,16,15,1,5,5,,
2014,Universidad                                       ,Universidad Nacional del Comahue,Escuela Superior de Ciencias Marinas,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,7,4,3,,,,7,4,3,,,,
2014,Universidad                                       ,Universidad Nacional del Comahue,Facultad de Informática,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,162,116,46,67,44,23,95,72,23,6,5,1,
2014,Universidad                                       ,Universidad Nacional del Comahue,Módulo Chos Malal - Facultad de Informática,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,14,12,2,1,1,,13,11,2,1,1,,
2015,Universidad                                       ,Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA CALETA OLIVIA,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,35,14,21,27,9,18,8,5,3,,,,
2015,Universidad                                       ,Universidad Nacional del Comahue,Centro Universitario Regional Zona Atlántica,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,7,6,1,,,,7,6,1,2,1,1,
