,Total de Egresados,Nivel de la Oferta,Carrera,Reinscriptos Mujeres,Nuevos Inscriptos Varones,Estudiantes Mujeres,Total de Estudiantes,Gestión,Total de Nuevos Inscriptos,Tipo de Institución,Estudiantes Varones,Egresados Varones,Unidad Académica,Egresados Mujeres,Total de Reinscriptos,Año,Institución,Nuevas Inscriptas Mujeres,Título,Reinscriptos Varones
,24,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,22,"Facultad de Matemáticas, Astronomía y Física",2,,2010,Universidad Nacional de Córdoba,,Analista en Computación,
,11,Pregrado            ,"Computación, Sistemas e Informática",46,81,61,314,Estatal                                           ,96,Universidad                                       ,253,8,"Facultad de Ciencias Exactas, Físico-Químicas y Naturales",3,218,2010,Universidad Nacional de Río Cuarto,15,Analista en Computación,172
,13,Pregrado            ,"Computación, Sistemas e Informática",59,114,108,399,Estatal                                           ,163,Universidad                                       ,291,11,Facultad de Economía y Administración,2,236,2010,Universidad Nacional del Comahue,49,Analista en Computación,177
,29,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,24,"Facultad de Matemáticas, Astronomía y Física",5,,2011,Universidad Nacional de Córdoba,,Analista en Computación,
,20,Pregrado            ,"Computación, Sistemas e Informática",6,,6,20,Estatal                                           ,,Universidad                                       ,14,14,Facultad de Informática,6,20,2011,Universidad Nacional de La Plata,,Analista en Computación,14
,18,Pregrado            ,"Computación, Sistemas e Informática",43,69,53,309,Estatal                                           ,79,Universidad                                       ,256,15,"Facultad de Ciencias Exactas, Físico-Químicas y Naturales",3,230,2011,Universidad Nacional de Río Cuarto,10,Analista en Computación,187
,11,Pregrado            ,"Computación, Sistemas e Informática",64,109,93,396,Estatal                                           ,138,Universidad                                       ,303,7,Facultad de Informática,4,258,2011,Universidad Nacional del Comahue,29,Analista en Computación,194
,27,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,25,"Facultad de Matemáticas, Astronomía y Física",2,,2012,Universidad Nacional de Córdoba,,Analista en Computación,
,15,Grado               ,"Computación, Sistemas e Informática",49,,49,135,Estatal                                           ,,Universidad                                       ,86,7,Facultad de Informática,8,135,2012,Universidad Nacional de La Plata,,Analista en Computación,86
,19,Pregrado            ,"Computación, Sistemas e Informática",42,54,54,280,Estatal                                           ,66,Universidad                                       ,226,14,"Facultad de Ciencias Exactas, Físico-Químicas y Naturales",5,214,2012,Universidad Nacional de Río Cuarto,12,Analista en Computación,172
,23,Pregrado            ,"Computación, Sistemas e Informática",50,107,79,366,Estatal                                           ,136,Universidad                                       ,287,20,Facultad de Informática,3,230,2012,Universidad Nacional del Comahue,29,Analista en Computación,180
,23,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,17,"Facultad de Matemáticas, Astronomía y Física",6,,2013,Universidad Nacional de Córdoba,,Analista en Computación,
,54,Grado               ,"Computación, Sistemas e Informática",44,,44,150,Estatal                                           ,,Universidad                                       ,106,34,Facultad de Informática,20,150,2013,Universidad Nacional de La Plata,,Analista en Computación,106
,16,Pregrado            ,"Computación, Sistemas e Informática",37,55,48,257,Estatal                                           ,66,Universidad                                       ,209,15,"Facultad de Ciencias Exactas, Físico-Químicas y Naturales",1,191,2013,Universidad Nacional de Río Cuarto,11,Analista en Computación,154
,2,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,2,Secretaría Académica,,,2013,Universidad Nacional de Tres de Febrero,,Analista en Computación,
,14,Pregrado            ,"Computación, Sistemas e Informática",51,63,70,296,Estatal                                           ,82,Universidad                                       ,226,11,Facultad de Informática,3,214,2013,Universidad Nacional del Comahue,19,Analista en Computación,163
,18,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,18,"Facultad de Matemáticas, Astronomía y Física",,,2014,Universidad Nacional de Córdoba,,Analista en Computación,
,14,Grado               ,"Computación, Sistemas e Informática",9,,9,34,Estatal                                           ,,Universidad                                       ,25,9,Facultad de Informática,5,34,2014,Universidad Nacional de La Plata,,Analista en Computación,25
,21,Pregrado            ,"Computación, Sistemas e Informática",39,63,45,265,Estatal                                           ,69,Universidad                                       ,220,17,"Facultad de Ciencias Exactas, Físico-Químicas y Naturales",4,196,2014,Universidad Nacional de Río Cuarto,6,Analista en Computación,157
,3,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,2,Secretaría Académica,1,,2014,Universidad Nacional de Tres de Febrero,,Analista en Computación,
,12,Pregrado            ,"Computación, Sistemas e Informática",48,,48,196,Estatal                                           ,,Universidad                                       ,148,9,Facultad de Informática,3,196,2014,Universidad Nacional del Comahue,,Analista en Computación,148
,27,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,22,"Facultad de Matemáticas, Astronomía y Física",5,,2015,Universidad Nacional de Córdoba,,Analista en Computación,
,1,Grado               ,"Computación, Sistemas e Informática",1,,1,4,Estatal                                           ,,Universidad                                       ,3,1,Facultad de Informática,,4,2015,Universidad Nacional de La Plata,,Analista en Computación,3
,18,Pregrado            ,"Computación, Sistemas e Informática",34,67,43,267,Estatal                                           ,76,Universidad                                       ,224,13,"Facultad de Ciencias Exactas, Físico-Químicas y Naturales",5,191,2015,Universidad Nacional de Río Cuarto,9,Analista en Computación,157
,15,Pregrado            ,"Computación, Sistemas e Informática",27,,27,117,Estatal                                           ,,Universidad                                       ,90,15,Facultad de Informática,,117,2015,Universidad Nacional del Comahue,,Analista en Computación,90
,3,Pregrado            ,"Computación, Sistemas e Informática",1,,1,4,Privada                                           ,,Universidad                                       ,3,2,Facultad de Ciencias Económicas San Francisco,1,4,2010,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,,Tecnicatura Universitaria en Programación y Operación de Computadoras,3
,5,Pregrado            ,"Computación, Sistemas e Informática",,,,7,Privada                                           ,,Universidad                                       ,7,3,Facultad de Ciencias Económicas San Francisco,2,7,2011,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,,Tecnicatura Universitaria en Programación y Operación de Computadoras,7
